Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.13,3615
DatacenterBrokerSimple,1,0.13,3615
DatacenterBrokerSimple,2,0.13,3615
DatacenterBrokerSimple,3,0.13,3615
DatacenterBrokerSimple,4,0.12,3615
DatacenterBrokerSimple,5,0.12,3615
DatacenterBrokerSimple,6,0.12,3615
DatacenterBrokerSimple,7,0.12,3615
DatacenterBrokerPSO,0,0.29,2357
DatacenterBrokerPSO,1,0.09,2357
DatacenterBrokerPSO,2,0.06,2357
DatacenterBrokerPSO,3,0.07,2357
DatacenterBrokerPSO,4,0.08,2357
DatacenterBrokerPSO,5,0.05,2357
DatacenterBrokerPSO,6,0.07,2357
DatacenterBrokerPSO,7,0.29,2357
DatacenterBrokerHeuristic,0,0.12,3835
DatacenterBrokerHeuristic,1,0.11,3835
DatacenterBrokerHeuristic,2,0.14,3835
DatacenterBrokerHeuristic,3,0.15,3835
DatacenterBrokerHeuristic,4,0.12,3835
DatacenterBrokerHeuristic,5,0.13,3835
DatacenterBrokerHeuristic,6,0.12,3835
DatacenterBrokerHeuristic,7,0.11,3835
