Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.05,9583
DatacenterBrokerSimple,1,0.05,9583
DatacenterBrokerSimple,2,0.05,9583
DatacenterBrokerSimple,3,0.05,9583
DatacenterBrokerSimple,4,0.05,9583
DatacenterBrokerSimple,5,0.05,9583
DatacenterBrokerSimple,6,0.05,9583
DatacenterBrokerSimple,7,0.05,9583
DatacenterBrokerSimple,8,0.05,9583
DatacenterBrokerSimple,9,0.05,9583
DatacenterBrokerSimple,10,0.05,9583
DatacenterBrokerSimple,11,0.05,9583
DatacenterBrokerSimple,12,0.05,9583
DatacenterBrokerSimple,13,0.05,9583
DatacenterBrokerSimple,14,0.05,9583
DatacenterBrokerSimple,15,0.05,9583
DatacenterBrokerSimple,16,0.05,9583
DatacenterBrokerSimple,17,0.05,9583
DatacenterBrokerSimple,18,0.05,9583
DatacenterBrokerSimple,19,0.05,9583
DatacenterBrokerPSO,0,0.24,3061
DatacenterBrokerPSO,1,0.05,3061
DatacenterBrokerPSO,2,0.03,3061
DatacenterBrokerPSO,3,0.03,3061
DatacenterBrokerPSO,4,0.04,3061
DatacenterBrokerPSO,5,0.04,3061
DatacenterBrokerPSO,6,0.02,3061
DatacenterBrokerPSO,7,0.03,3061
DatacenterBrokerPSO,8,0.02,3061
DatacenterBrokerPSO,9,0.04,3061
DatacenterBrokerPSO,10,0.03,3061
DatacenterBrokerPSO,11,0.02,3061
DatacenterBrokerPSO,12,0.03,3061
DatacenterBrokerPSO,13,0.03,3061
DatacenterBrokerPSO,14,0.02,3061
DatacenterBrokerPSO,15,0.02,3061
DatacenterBrokerPSO,16,0.03,3061
DatacenterBrokerPSO,17,0.04,3061
DatacenterBrokerPSO,18,0.03,3061
DatacenterBrokerPSO,19,0.22,3061
DatacenterBrokerHeuristic,0,0.02,6566
DatacenterBrokerHeuristic,1,0.06,6566
DatacenterBrokerHeuristic,2,0.07,6566
DatacenterBrokerHeuristic,3,0.04,6566
DatacenterBrokerHeuristic,4,0.05,6566
DatacenterBrokerHeuristic,5,0.04,6566
DatacenterBrokerHeuristic,6,0.04,6566
DatacenterBrokerHeuristic,7,0.05,6566
DatacenterBrokerHeuristic,8,0.06,6566
DatacenterBrokerHeuristic,9,0.08,6566
DatacenterBrokerHeuristic,10,0.05,6566
DatacenterBrokerHeuristic,11,0.04,6566
DatacenterBrokerHeuristic,12,0.05,6566
DatacenterBrokerHeuristic,13,0.08,6566
DatacenterBrokerHeuristic,14,0.06,6566
DatacenterBrokerHeuristic,15,0.04,6566
DatacenterBrokerHeuristic,16,0.05,6566
DatacenterBrokerHeuristic,17,0.04,6566
DatacenterBrokerHeuristic,18,0.04,6566
DatacenterBrokerHeuristic,19,0.05,6566
