Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.34,2995
DatacenterBrokerSimple,1,0.34,2995
DatacenterBrokerSimple,2,0.32,2995
DatacenterBrokerPSO,0,0.52,670
DatacenterBrokerPSO,1,0.4,670
DatacenterBrokerPSO,2,0.08,670
DatacenterBrokerHeuristic,0,0.46,2762
DatacenterBrokerHeuristic,1,0.24,2762
DatacenterBrokerHeuristic,2,0.3,2762
