Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.06,5917
DatacenterBrokerSimple,1,0.06,5917
DatacenterBrokerSimple,2,0.06,5917
DatacenterBrokerSimple,3,0.06,5917
DatacenterBrokerSimple,4,0.06,5917
DatacenterBrokerSimple,5,0.06,5917
DatacenterBrokerSimple,6,0.06,5917
DatacenterBrokerSimple,7,0.06,5917
DatacenterBrokerSimple,8,0.06,5917
DatacenterBrokerSimple,9,0.06,5917
DatacenterBrokerSimple,10,0.06,5917
DatacenterBrokerSimple,11,0.06,5917
DatacenterBrokerSimple,12,0.06,5917
DatacenterBrokerSimple,13,0.06,5917
DatacenterBrokerSimple,14,0.06,5917
DatacenterBrokerSimple,15,0.06,5917
DatacenterBrokerPSO,0,0.03,2246
DatacenterBrokerPSO,1,0.06,2246
DatacenterBrokerPSO,2,0.06,2246
DatacenterBrokerPSO,3,0.08,2246
DatacenterBrokerPSO,4,0.07,2246
DatacenterBrokerPSO,5,0.04,2246
DatacenterBrokerPSO,6,0.06,2246
DatacenterBrokerPSO,7,0.05,2246
DatacenterBrokerPSO,8,0.07,2246
DatacenterBrokerPSO,9,0.08,2246
DatacenterBrokerPSO,10,0.07,2246
DatacenterBrokerPSO,11,0.08,2246
DatacenterBrokerPSO,12,0.07,2246
DatacenterBrokerPSO,13,0.08,2246
DatacenterBrokerPSO,14,0.07,2246
DatacenterBrokerPSO,15,0.03,2246
DatacenterBrokerHeuristic,0,0.06,3917
DatacenterBrokerHeuristic,1,0.07,3917
DatacenterBrokerHeuristic,2,0.04,3917
DatacenterBrokerHeuristic,3,0.06,3917
DatacenterBrokerHeuristic,4,0.09,3917
DatacenterBrokerHeuristic,5,0.05,3917
DatacenterBrokerHeuristic,6,0.05,3917
DatacenterBrokerHeuristic,7,0.05,3917
DatacenterBrokerHeuristic,8,0.08,3917
DatacenterBrokerHeuristic,9,0.07,3917
DatacenterBrokerHeuristic,10,0.08,3917
DatacenterBrokerHeuristic,11,0.07,3917
DatacenterBrokerHeuristic,12,0.06,3917
DatacenterBrokerHeuristic,13,0.07,3917
DatacenterBrokerHeuristic,14,0.05,3917
DatacenterBrokerHeuristic,15,0.04,3917
