Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.12,1115
DatacenterBrokerSimple,1,0.12,1115
DatacenterBrokerSimple,2,0.12,1115
DatacenterBrokerSimple,3,0.12,1115
DatacenterBrokerSimple,4,0.12,1115
DatacenterBrokerSimple,5,0.1,1115
DatacenterBrokerSimple,6,0.1,1115
DatacenterBrokerSimple,7,0.1,1115
DatacenterBrokerSimple,8,0.1,1115
DatacenterBrokerPSO,0,0.22,287
DatacenterBrokerPSO,1,0.1,287
DatacenterBrokerPSO,2,0.02,287
DatacenterBrokerPSO,3,0.08,287
DatacenterBrokerPSO,4,0.12,287
DatacenterBrokerPSO,5,0.02,287
DatacenterBrokerPSO,6,0.06,287
DatacenterBrokerPSO,7,0.12,287
DatacenterBrokerPSO,8,0.26,287
DatacenterBrokerHeuristic,0,0.14,1053
DatacenterBrokerHeuristic,1,0.04,1053
DatacenterBrokerHeuristic,2,0.08,1053
DatacenterBrokerHeuristic,3,0.14,1053
DatacenterBrokerHeuristic,4,0.1,1053
DatacenterBrokerHeuristic,5,0.14,1053
DatacenterBrokerHeuristic,6,0.12,1053
DatacenterBrokerHeuristic,7,0.12,1053
DatacenterBrokerHeuristic,8,0.12,1053
