Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.07,1755
DatacenterBrokerSimple,1,0.07,1755
DatacenterBrokerSimple,2,0.07,1755
DatacenterBrokerSimple,3,0.07,1755
DatacenterBrokerSimple,4,0.07,1755
DatacenterBrokerSimple,5,0.07,1755
DatacenterBrokerSimple,6,0.07,1755
DatacenterBrokerSimple,7,0.07,1755
DatacenterBrokerSimple,8,0.07,1755
DatacenterBrokerSimple,9,0.07,1755
DatacenterBrokerSimple,10,0.07,1755
DatacenterBrokerSimple,11,0.07,1755
DatacenterBrokerSimple,12,0.07,1755
DatacenterBrokerSimple,13,0.07,1755
DatacenterBrokerSimple,14,0.07,1755
DatacenterBrokerPSO,0,0.19,684
DatacenterBrokerPSO,1,0.07,684
DatacenterBrokerPSO,2,0.03,684
DatacenterBrokerPSO,3,0.06,684
DatacenterBrokerPSO,4,0.07,684
DatacenterBrokerPSO,5,0.03,684
DatacenterBrokerPSO,6,0.02,684
DatacenterBrokerPSO,7,0.05,684
DatacenterBrokerPSO,8,0.06,684
DatacenterBrokerPSO,9,0.05,684
DatacenterBrokerPSO,10,0.05,684
DatacenterBrokerPSO,11,0.06,684
DatacenterBrokerPSO,12,0.07,684
DatacenterBrokerPSO,13,0.05,684
DatacenterBrokerPSO,14,0.15,684
DatacenterBrokerHeuristic,0,0.09,1808
DatacenterBrokerHeuristic,1,0.07,1808
DatacenterBrokerHeuristic,2,0.07,1808
DatacenterBrokerHeuristic,3,0.04,1808
DatacenterBrokerHeuristic,4,0.08,1808
DatacenterBrokerHeuristic,5,0.08,1808
DatacenterBrokerHeuristic,6,0.07,1808
DatacenterBrokerHeuristic,7,0.08,1808
DatacenterBrokerHeuristic,8,0.05,1808
DatacenterBrokerHeuristic,9,0.06,1808
DatacenterBrokerHeuristic,10,0.07,1808
DatacenterBrokerHeuristic,11,0.04,1808
DatacenterBrokerHeuristic,12,0.1,1808
DatacenterBrokerHeuristic,13,0.04,1808
DatacenterBrokerHeuristic,14,0.05,1808
