Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.33,9046
DatacenterBrokerSimple,1,0.33,9046
DatacenterBrokerSimple,2,0.33,9046
DatacenterBrokerPSO,0,0.51,1952
DatacenterBrokerPSO,1,0.41,1952
DatacenterBrokerPSO,2,0.08,1952
DatacenterBrokerHeuristic,0,0.32,9008
DatacenterBrokerHeuristic,1,0.35,9008
DatacenterBrokerHeuristic,2,0.33,9008
