Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.08,323
DatacenterBrokerSimple,1,0.08,323
DatacenterBrokerSimple,2,0.08,323
DatacenterBrokerSimple,3,0.08,323
DatacenterBrokerSimple,4,0.08,323
DatacenterBrokerSimple,5,0.06,323
DatacenterBrokerSimple,6,0.06,323
DatacenterBrokerSimple,7,0.06,323
DatacenterBrokerSimple,8,0.06,323
DatacenterBrokerSimple,9,0.06,323
DatacenterBrokerSimple,10,0.06,323
DatacenterBrokerSimple,11,0.06,323
DatacenterBrokerSimple,12,0.06,323
DatacenterBrokerSimple,13,0.06,323
DatacenterBrokerSimple,14,0.06,323
DatacenterBrokerPSO,0,0.12,179
DatacenterBrokerPSO,1,0.04,179
DatacenterBrokerPSO,2,0.02,179
DatacenterBrokerPSO,3,0.06,179
DatacenterBrokerPSO,4,0.06,179
DatacenterBrokerPSO,5,0.02,179
DatacenterBrokerPSO,6,0.04,179
DatacenterBrokerPSO,7,0.06,179
DatacenterBrokerPSO,8,0.06,179
DatacenterBrokerPSO,9,0.14,179
DatacenterBrokerPSO,10,0.04,179
DatacenterBrokerPSO,11,0.04,179
DatacenterBrokerPSO,12,0.12,179
DatacenterBrokerPSO,13,0.08,179
DatacenterBrokerPSO,14,0.1,179
DatacenterBrokerHeuristic,0,0.06,211
DatacenterBrokerHeuristic,1,0.06,211
DatacenterBrokerHeuristic,2,0.04,211
DatacenterBrokerHeuristic,3,0.02,211
DatacenterBrokerHeuristic,4,0.14,211
DatacenterBrokerHeuristic,5,0.02,211
DatacenterBrokerHeuristic,6,0.02,211
DatacenterBrokerHeuristic,7,0.12,211
DatacenterBrokerHeuristic,8,0.16,211
DatacenterBrokerHeuristic,9,0.04,211
DatacenterBrokerHeuristic,10,0.06,211
DatacenterBrokerHeuristic,11,0.06,211
DatacenterBrokerHeuristic,12,0.1,211
DatacenterBrokerHeuristic,13,0.06,211
DatacenterBrokerHeuristic,14,0.04,211
