Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.07,553
DatacenterBrokerSimple,1,0.07,553
DatacenterBrokerSimple,2,0.07,553
DatacenterBrokerSimple,3,0.07,553
DatacenterBrokerSimple,4,0.07,553
DatacenterBrokerSimple,5,0.07,553
DatacenterBrokerSimple,6,0.07,553
DatacenterBrokerSimple,7,0.07,553
DatacenterBrokerSimple,8,0.07,553
DatacenterBrokerSimple,9,0.07,553
DatacenterBrokerSimple,10,0.06,553
DatacenterBrokerSimple,11,0.06,553
DatacenterBrokerSimple,12,0.06,553
DatacenterBrokerSimple,13,0.06,553
DatacenterBrokerSimple,14,0.06,553
DatacenterBrokerPSO,0,0.13,356
DatacenterBrokerPSO,1,0.07,356
DatacenterBrokerPSO,2,0.03,356
DatacenterBrokerPSO,3,0.07,356
DatacenterBrokerPSO,4,0.04,356
DatacenterBrokerPSO,5,0.01,356
DatacenterBrokerPSO,6,0.02,356
DatacenterBrokerPSO,7,0.06,356
DatacenterBrokerPSO,8,0.07,356
DatacenterBrokerPSO,9,0.07,356
DatacenterBrokerPSO,10,0.04,356
DatacenterBrokerPSO,11,0.07,356
DatacenterBrokerPSO,12,0.09,356
DatacenterBrokerPSO,13,0.13,356
DatacenterBrokerPSO,14,0.1,356
DatacenterBrokerHeuristic,0,0.06,584
DatacenterBrokerHeuristic,1,0.11,584
DatacenterBrokerHeuristic,2,0.07,584
DatacenterBrokerHeuristic,3,0.05,584
DatacenterBrokerHeuristic,4,0.04,584
DatacenterBrokerHeuristic,5,0.07,584
DatacenterBrokerHeuristic,6,0.06,584
DatacenterBrokerHeuristic,7,0.07,584
DatacenterBrokerHeuristic,8,0.08,584
DatacenterBrokerHeuristic,9,0.05,584
DatacenterBrokerHeuristic,10,0.09,584
DatacenterBrokerHeuristic,11,0.06,584
DatacenterBrokerHeuristic,12,0.06,584
DatacenterBrokerHeuristic,13,0.07,584
DatacenterBrokerHeuristic,14,0.06,584
