Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.17,5974
DatacenterBrokerSimple,1,0.17,5974
DatacenterBrokerSimple,2,0.17,5974
DatacenterBrokerSimple,3,0.17,5974
DatacenterBrokerSimple,4,0.17,5974
DatacenterBrokerSimple,5,0.17,5974
DatacenterBrokerPSO,0,0.55,2736
DatacenterBrokerPSO,1,0.09,2736
DatacenterBrokerPSO,2,0.03,2736
DatacenterBrokerPSO,3,0.1,2736
DatacenterBrokerPSO,4,0.14,2736
DatacenterBrokerPSO,5,0.09,2736
DatacenterBrokerHeuristic,0,0.15,7055
DatacenterBrokerHeuristic,1,0.15,7055
DatacenterBrokerHeuristic,2,0.2,7055
DatacenterBrokerHeuristic,3,0.14,7055
DatacenterBrokerHeuristic,4,0.14,7055
DatacenterBrokerHeuristic,5,0.21,7055
