Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.25,6799
DatacenterBrokerSimple,1,0.25,6799
DatacenterBrokerSimple,2,0.25,6799
DatacenterBrokerSimple,3,0.25,6799
DatacenterBrokerPSO,0,0.52,3444
DatacenterBrokerPSO,1,0.23,3444
DatacenterBrokerPSO,2,0.05,3444
DatacenterBrokerPSO,3,0.21,3444
DatacenterBrokerHeuristic,0,0.24,7746
DatacenterBrokerHeuristic,1,0.22,7746
DatacenterBrokerHeuristic,2,0.27,7746
DatacenterBrokerHeuristic,3,0.27,7746
