Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.36,1475
DatacenterBrokerSimple,1,0.32,1475
DatacenterBrokerSimple,2,0.32,1475
DatacenterBrokerPSO,0,0.52,343
DatacenterBrokerPSO,1,0.4,343
DatacenterBrokerPSO,2,0.08,343
DatacenterBrokerHeuristic,0,0.36,1688
DatacenterBrokerHeuristic,1,0.28,1688
DatacenterBrokerHeuristic,2,0.36,1688
