Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.08,191
DatacenterBrokerSimple,1,0.08,191
DatacenterBrokerSimple,2,0.08,191
DatacenterBrokerSimple,3,0.08,191
DatacenterBrokerSimple,4,0.08,191
DatacenterBrokerSimple,5,0.08,191
DatacenterBrokerSimple,6,0.08,191
DatacenterBrokerSimple,7,0.08,191
DatacenterBrokerSimple,8,0.08,191
DatacenterBrokerSimple,9,0.08,191
DatacenterBrokerSimple,10,0.04,191
DatacenterBrokerSimple,11,0.04,191
DatacenterBrokerSimple,12,0.04,191
DatacenterBrokerSimple,13,0.04,191
DatacenterBrokerSimple,14,0.04,191
DatacenterBrokerPSO,0,0.08,62
DatacenterBrokerPSO,1,0.08,62
DatacenterBrokerPSO,2,0,62
DatacenterBrokerPSO,3,0.08,62
DatacenterBrokerPSO,4,0.08,62
DatacenterBrokerPSO,5,0,62
DatacenterBrokerPSO,6,0,62
DatacenterBrokerPSO,7,0.04,62
DatacenterBrokerPSO,8,0.04,62
DatacenterBrokerPSO,9,0.16,62
DatacenterBrokerPSO,10,0.12,62
DatacenterBrokerPSO,11,0.04,62
DatacenterBrokerPSO,12,0.12,62
DatacenterBrokerPSO,13,0.08,62
DatacenterBrokerPSO,14,0.08,62
DatacenterBrokerHeuristic,0,0,170
DatacenterBrokerHeuristic,1,0,170
DatacenterBrokerHeuristic,2,0.04,170
DatacenterBrokerHeuristic,3,0.08,170
DatacenterBrokerHeuristic,4,0.16,170
DatacenterBrokerHeuristic,5,0.12,170
DatacenterBrokerHeuristic,6,0,170
DatacenterBrokerHeuristic,7,0.12,170
DatacenterBrokerHeuristic,8,0.2,170
DatacenterBrokerHeuristic,9,0,170
DatacenterBrokerHeuristic,10,0.04,170
DatacenterBrokerHeuristic,11,0.08,170
DatacenterBrokerHeuristic,12,0,170
DatacenterBrokerHeuristic,13,0.04,170
DatacenterBrokerHeuristic,14,0.12,170
