Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.17,1930
DatacenterBrokerSimple,1,0.17,1930
DatacenterBrokerSimple,2,0.17,1930
DatacenterBrokerSimple,3,0.17,1930
DatacenterBrokerSimple,4,0.17,1930
DatacenterBrokerSimple,5,0.17,1930
DatacenterBrokerPSO,0,0.41,1364
DatacenterBrokerPSO,1,0.15,1364
DatacenterBrokerPSO,2,0.04,1364
DatacenterBrokerPSO,3,0.14,1364
DatacenterBrokerPSO,4,0.15,1364
DatacenterBrokerPSO,5,0.12,1364
DatacenterBrokerHeuristic,0,0.14,1703
DatacenterBrokerHeuristic,1,0.18,1703
DatacenterBrokerHeuristic,2,0.16,1703
DatacenterBrokerHeuristic,3,0.14,1703
DatacenterBrokerHeuristic,4,0.2,1703
DatacenterBrokerHeuristic,5,0.18,1703
