Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.17,1500
DatacenterBrokerSimple,1,0.17,1500
DatacenterBrokerSimple,2,0.17,1500
DatacenterBrokerSimple,3,0.17,1500
DatacenterBrokerSimple,4,0.17,1500
DatacenterBrokerSimple,5,0.17,1500
DatacenterBrokerPSO,0,0.35,879
DatacenterBrokerPSO,1,0.17,879
DatacenterBrokerPSO,2,0.06,879
DatacenterBrokerPSO,3,0.15,879
DatacenterBrokerPSO,4,0.17,879
DatacenterBrokerPSO,5,0.09,879
DatacenterBrokerHeuristic,0,0.13,1589
DatacenterBrokerHeuristic,1,0.12,1589
DatacenterBrokerHeuristic,2,0.17,1589
DatacenterBrokerHeuristic,3,0.22,1589
DatacenterBrokerHeuristic,4,0.2,1589
DatacenterBrokerHeuristic,5,0.16,1589
