Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.03,2704
DatacenterBrokerSimple,1,0.03,2704
DatacenterBrokerSimple,2,0.03,2704
DatacenterBrokerSimple,3,0.03,2704
DatacenterBrokerSimple,4,0.03,2704
DatacenterBrokerSimple,5,0.03,2704
DatacenterBrokerSimple,6,0.03,2704
DatacenterBrokerSimple,7,0.03,2704
DatacenterBrokerSimple,8,0.03,2704
DatacenterBrokerSimple,9,0.03,2704
DatacenterBrokerSimple,10,0.03,2704
DatacenterBrokerSimple,11,0.03,2704
DatacenterBrokerSimple,12,0.03,2704
DatacenterBrokerSimple,13,0.03,2704
DatacenterBrokerSimple,14,0.03,2704
DatacenterBrokerSimple,15,0.03,2704
DatacenterBrokerSimple,16,0.03,2704
DatacenterBrokerSimple,17,0.03,2704
DatacenterBrokerSimple,18,0.03,2704
DatacenterBrokerSimple,19,0.03,2704
DatacenterBrokerSimple,20,0.03,2704
DatacenterBrokerSimple,21,0.03,2704
DatacenterBrokerSimple,22,0.03,2704
DatacenterBrokerSimple,23,0.03,2704
DatacenterBrokerSimple,24,0.03,2704
DatacenterBrokerSimple,25,0.03,2704
DatacenterBrokerSimple,26,0.03,2704
DatacenterBrokerSimple,27,0.03,2704
DatacenterBrokerSimple,28,0.03,2704
DatacenterBrokerSimple,29,0.03,2704
DatacenterBrokerSimple,30,0.03,2704
DatacenterBrokerSimple,31,0.03,2704
DatacenterBrokerPSO,0,0.18,1344
DatacenterBrokerPSO,1,0.02,1344
DatacenterBrokerPSO,2,0.03,1344
DatacenterBrokerPSO,3,0.02,1344
DatacenterBrokerPSO,4,0.02,1344
DatacenterBrokerPSO,5,0.02,1344
DatacenterBrokerPSO,6,0.01,1344
DatacenterBrokerPSO,7,0.02,1344
DatacenterBrokerPSO,8,0.02,1344
DatacenterBrokerPSO,9,0.02,1344
DatacenterBrokerPSO,10,0.02,1344
DatacenterBrokerPSO,11,0.02,1344
DatacenterBrokerPSO,12,0.02,1344
DatacenterBrokerPSO,13,0.01,1344
DatacenterBrokerPSO,14,0.02,1344
DatacenterBrokerPSO,15,0.01,1344
DatacenterBrokerPSO,16,0.02,1344
DatacenterBrokerPSO,17,0.02,1344
DatacenterBrokerPSO,18,0.01,1344
DatacenterBrokerPSO,19,0.03,1344
DatacenterBrokerPSO,20,0.03,1344
DatacenterBrokerPSO,21,0.04,1344
DatacenterBrokerPSO,22,0.02,1344
DatacenterBrokerPSO,23,0.01,1344
DatacenterBrokerPSO,24,0.02,1344
DatacenterBrokerPSO,25,0.01,1344
DatacenterBrokerPSO,26,0.02,1344
DatacenterBrokerPSO,27,0.01,1344
DatacenterBrokerPSO,28,0.01,1344
DatacenterBrokerPSO,29,0.02,1344
DatacenterBrokerPSO,30,0.02,1344
DatacenterBrokerPSO,31,0.22,1344
DatacenterBrokerHeuristic,0,0.04,4633
DatacenterBrokerHeuristic,1,0.02,4633
DatacenterBrokerHeuristic,2,0.04,4633
DatacenterBrokerHeuristic,3,0.02,4633
DatacenterBrokerHeuristic,4,0.04,4633
DatacenterBrokerHeuristic,5,0.04,4633
DatacenterBrokerHeuristic,6,0.04,4633
DatacenterBrokerHeuristic,7,0.02,4633
DatacenterBrokerHeuristic,8,0.02,4633
DatacenterBrokerHeuristic,9,0.02,4633
DatacenterBrokerHeuristic,10,0.05,4633
DatacenterBrokerHeuristic,11,0.03,4633
DatacenterBrokerHeuristic,12,0.03,4633
DatacenterBrokerHeuristic,13,0.03,4633
DatacenterBrokerHeuristic,14,0.02,4633
DatacenterBrokerHeuristic,15,0.05,4633
DatacenterBrokerHeuristic,16,0.04,4633
DatacenterBrokerHeuristic,17,0.02,4633
DatacenterBrokerHeuristic,18,0.04,4633
DatacenterBrokerHeuristic,19,0.05,4633
DatacenterBrokerHeuristic,20,0.03,4633
DatacenterBrokerHeuristic,21,0.03,4633
DatacenterBrokerHeuristic,22,0.02,4633
DatacenterBrokerHeuristic,23,0.03,4633
DatacenterBrokerHeuristic,24,0.03,4633
DatacenterBrokerHeuristic,25,0.02,4633
DatacenterBrokerHeuristic,26,0.03,4633
DatacenterBrokerHeuristic,27,0.03,4633
DatacenterBrokerHeuristic,28,0.03,4633
DatacenterBrokerHeuristic,29,0.02,4633
DatacenterBrokerHeuristic,30,0.03,4633
DatacenterBrokerHeuristic,31,0.02,4633
