Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.34,919
DatacenterBrokerSimple,1,0.34,919
DatacenterBrokerSimple,2,0.32,919
DatacenterBrokerPSO,0,0.42,377
DatacenterBrokerPSO,1,0.48,377
DatacenterBrokerPSO,2,0.1,377
DatacenterBrokerHeuristic,0,0.32,1211
DatacenterBrokerHeuristic,1,0.32,1211
DatacenterBrokerHeuristic,2,0.36,1211
