Broker,VM ID,VM Load,Total Execution Time
DatacenterBrokerSimple,0,0.12,4036
DatacenterBrokerSimple,1,0.12,4036
DatacenterBrokerSimple,2,0.11,4036
DatacenterBrokerSimple,3,0.11,4036
DatacenterBrokerSimple,4,0.11,4036
DatacenterBrokerSimple,5,0.11,4036
DatacenterBrokerSimple,6,0.11,4036
DatacenterBrokerSimple,7,0.11,4036
DatacenterBrokerSimple,8,0.11,4036
DatacenterBrokerPSO,0,0.29,1444
DatacenterBrokerPSO,1,0.08,1444
DatacenterBrokerPSO,2,0.03,1444
DatacenterBrokerPSO,3,0.06,1444
DatacenterBrokerPSO,4,0.07,1444
DatacenterBrokerPSO,5,0.01,1444
DatacenterBrokerPSO,6,0.04,1444
DatacenterBrokerPSO,7,0.07,1444
DatacenterBrokerPSO,8,0.34,1444
DatacenterBrokerHeuristic,0,0.08,4143
DatacenterBrokerHeuristic,1,0.14,4143
DatacenterBrokerHeuristic,2,0.12,4143
DatacenterBrokerHeuristic,3,0.07,4143
DatacenterBrokerHeuristic,4,0.11,4143
DatacenterBrokerHeuristic,5,0.14,4143
DatacenterBrokerHeuristic,6,0.1,4143
DatacenterBrokerHeuristic,7,0.1,4143
DatacenterBrokerHeuristic,8,0.14,4143
